,Topic,tweet
65,  هشدار به رئیس جمهور مسعود پزشکیان,0
66,  درخواست رسیدگی به وضعیت معیشتی اساتید و کارکنان و بازنشستگان دانشگاه آزاد کل کشور,0
67,  درخواست تغییر مدیران کل فرهنگ و ارشاد اسلامی استان‌ها,0
68,  ‌درخواست توجه ویژه به بیماری‌های ناهنجاری‌های عروقی لنفاژیوم، AVM، همانژیوم، پورت واین,0
69,  درخواست رسیدگی به وضعیت فارغ التحصیلی دانشجو معلمان ورودی ۹۹,0
70,"  درخواست تاسیس اولین دولت مجازی مردمی از پایین به بالا؛ ""وفاق، اتحاد و رفاه ملی""",0
71,  درخواست افزایش حقوق کارگران درنیمه دوم سال ۱۴۰۳,0
72,  درخواست ابطال دستورالعمل تعرفه نظارت و طراحی گاز فشار ضعیف مورخ ۱۴۰۳/۰۵/۰۶ به شماره ۶۸۳۳۳/۴۰۰,0
73,  اعتراض به مردودی دانش‌آموزان با تراز علمی و سوابق تحصیلی بالا دردانشگاه فرهنگیان,0
74,  درخواست تغییر طرف قرار دادبیمه تکمیلی بازنشستگان,0
75,  درخواست صدور احکام طرح همسان‌سازی حقوق بازنشستگان و پرداخت یک‌جای معوقات,0
76,  درخواست از ریاست محترم سازمان برنامه و بودجه برای سپردن ریاست مرکزآمار به متخصص آمار,0
77,  درخواست حمایت از تولید بلوکه چدنی پژو ۴۰۵,0
78,  درخواست استعفای مدیران فدراسیون شنا,0
79,  درخواست برداشت سقف حقوق و برگشت مطالبات ماده ۱۰ به حساب حقوق و اصلاح اساسنامه نفت به ما قبل,0
80,  درخواست ایجاد تکمیل ظرفیت کنکور سراسری دانشگاه فرهنگیان استان سیستان و بلوچستان,0
81,  درخواست برخورد با کسانی که امنیت صنفی و اجتماعی دفاتر اسنادرسمی را به خطر می‌اندازند,0
82,  درخواست تعیین نقش حقوقی سازمان بهینه‌سازی و هدفمندسازی یارانه‌ها در ارتباط با مطالبات مالی داروخانه ها,0
83,  درخواست تسریع در روند کار تعریض و تکمیل _جاده تربت حیدریه-رشتخوار,0
84,  درخواست بازگشت مرکز آموزش نیروی انسانی (ضمن خدمت) به وزارت آموزش و پرورش,0
85,  درخواست دعوت از دکتر حمزه زاده به عنوان معاونت گردشگری,0
86,  درخواست قرار گرفتن سابقه کشت از دهه ۸۰بعنوان مبنای صدور سند برای اراضی کشاورزی,0
87,  درخواست توجه و نگاهی ویژه سازمان آموزش فنی و حرفه‌ای کشور,0
88,  درخواست رسیدگی به نایاب شدن داروهای پیوند,0
89,  درخواست حذف آزمون اصلح,0
90,  درخواست اصلاح جاده‌های کشور و رسیدگی به حق و حقوق رانندگان سنگین,0
91,  درخواست عدالت در پرداخت حقوق کارمندان دولت,0
92,  درخواست حذف غذا از مراسم فاتحه‌خوانی در ایل بختیاری,0
93,  درخواست مدیریت استفاده از سموم و کودهای شیمیایی در کشاورزی و باغبانی,0
94,  درخواست پرداخت حق‌التدریس به‌صورت ماهانه,0
95,  اعتراض به اختلال سامانه کارا در زمان ثبت مدارک آزمون استخدامی دبیری,0
96,  درخواست ابطال قرارداد بیمه دانا با آموزش و پرورش,0
97,  درخواست برکناری مهدی تاج رئیس فدراسیون فوتبال ایران,0
98,  اعتراض به افزایش قیمت ۶۰ درصدی دانشگاه پیام نور,0
99,  اعتراض به برگزاری حضوری امتحانات پایان ترم عمومی دانشگاه پیام نور,0
100,  اعتراض به افزایش سقف بودجه,0
101,  درخواست افزایش حقوق روانشناسان و رد شدن بیمه در مراکز mmt ترک اعتیاد,0
102,  درخواست اصلاحیه امتیاز ایثارگری داوطلبانه کارکنان موظفی مناطق جنگی سال‌های ۱۳۵۹ تا ۱۳۶۷ (استان‌های ایلام،کرمانشاه،کردستان،آذربایجان غربی،خوزستان،بوشهر),0
103,  درخواست برچیده شدن إطعام در مراسم تدفین,0
104,  درخواست تغییر فوری رئیس سازمان ملی استاندارد,0
105,  درخواست همسان‌سازی و افزایش حقوق کارکنان وزارت فرهنگ و ارشاد اسلامی,0
106,  درخواست پذیرش پزشکان در رشته‌های تخصصی به‌عنوان ضرورت جامعه‌ی امروز ایران,0
107,  درخواست رفع فیلتر اینستاگرام و واتساپ,0
108,  درخواست انتصاب سرپرست بی‌طرف به‌جای آقای جواد نصیری برای انجمن موی‌تای جمهوری اسلامی ایران,0
109,  اعتراض به آزمون‌های فارماکولوژی دانشگاه علوم پزشکی هوشمند,0
110,  درخواست حل مشکلات ساخت و ساز محله نخلستان شهرستان کارون اهواز,0
111,  درخواست از نمایندگان مجلس برای رای اعتماد به همه وزرای پیشنهادی دکتر پزشکیان,0
112,  درخواست برقراری فوق‌العاده خاص جهت کارکنان وزارت نیرو (صنعت آب و برق),0
113,  درخواست کمک داروسازان از رئیس جمهور محترم,0
114,  اعتراض به فرسودگی ناوگان تاکسی‌های ون,0
115,"  درخواست بازگرداندن نام ""دانشکده روانشناسی""",0
116,  درخواست صدور پروانه شکار قانونی و حمایت از شکارچیان قانونمند,0
117,  درخواست تعیین تکلیف ناظرین کشاورزی و منابع طبیعی,0
118,  درخواست برداشتن آزمون وکالت و حرفه‌ای کردن حرفه یا شغل وکالت,0
119,  درخواست اضافه شدن رشته میکروبیولوژی به آزمون های وزارت بهداشت,0
120,  درخواست استفاده از دکتررحمت الله مرزوقی در کابینه,0
121,  درخواست پرداخت به‌موقع حقوق بازنشستگان تأمین اجتماعی,0
122,  حمایت از استاد دکتر ظفرقندی، وزیر پیشنهادی بهداشت، درمان و آموزش پزشکی,0
123,  درخواست فک پلمب و بازگشایی مرکز آزمون زبان آلمانی - گوته,0
124,  نه به سوزاندن طبیعت و محیط زیست و درخواست ممنوعیت آتش زدن بقایای محصولات کشاورزی,0
125,  درخواست انتخاب و انتصاب مدیران شهری بر مبنای شایستگی و از بدنه‌ی شهرداری‌ها,0
126,  درخواست جرم‌انگاری و مجازات اقدام کنندگان به نصب برچسب‌های تبلیغاتی,0
127,  درخواست محاکمه مدیران متخلف صندوق‌های بازنشستگی کشوری,0
128,  درخواست اجرای خدمات درمانی و دندان پزشکی برای جانبازان و ایثارگران و خانواده‌های محترم,0
129,  درخواست حمایت از بازنشستگان بانک سپه بعد از ادغام,0
130,  درخواست رفع نواقص  و خلا قانونی آموزش و پرورش در پرداخت حقوق‌ها,0
131,  درخواست ممنوعیت تبدیل وضعیت آموزگاری تربیت بدنی به دبیری تربیت بدنی,0
132,  درخواست حمایت نمایندگان محترم مجلس از کاندیداتوری وزارت کار رفاه و امور اجتماعی جناب آقای دکتر میدری,0
133,  درخواست عدم تغییر زمان آزمون‌های المپیاد‌های علمی,0
134,  درخواست رسیدگی به مطالبات کادر درمان,0
135,  درخواست تفکیک وزارت راه و شهرسازی,0
136,  درخواست تغییر نام بیمه ایران به بیمه خلیج فارس ایران,0
137,  درخواست جلوگیری از ایجاد سهمیه‌های جدید در پذیرش دانشگاه‌ها و بازنگری در سایر سهمیه‌ها,0
138,  درخواست توجه به معیشت مهندسان و ارتقا سلامت اداری سازمان نظام مهندسی ساختمان کشور و استان‌ها,0
139,  درخواست جلوگیری از پاداش‌های بی‌حساب به ورزشکاران المپیک در شرایط سخت اقتصادی,0
140,  درخوست به‌کارگیری کارنامه‌سبزها به جای بازنشسته‌ها آموزش و پرورش,0
141,  درخواست تعیین تکلیف صندوق تأمین آتیه کارکنان بانک ملت,0
142,  درخواست حمایت از ماندن حاج محمود پاکدل در بنیادشهید,0
143,  درخواست پیشگیری از مداخله افراد فاقد صلاحیت در امور درمانی,0
144,  درخواست حمایت از کارگران ساختمانی,0
145,  درخواست کاهش مالیات حقوق کارمندان و کارگران و مالیات اصناف؛ الوعده وفا,0
146,  بازنگری در عوامل رتبه‌بندی معلمان ورفع نگاه‌های سلیقه‌ای و بی‌عدالتی‌ها,0
147,  درخواست ابقا دکتر کولیوند به ریاست جمعیت هلال احمر کشور,0
148,  درخواست کسر بیمه بازنشستگی از اضافه‌کاری و دیگر پرداختی‌های کارمندان دولت,0
149,  درخواست رجیسترآیفون ۱۴ و ۱۵,0
150,  اعتراض به شیوه ارزیابی در آزمون استخدامی دبیری و هنر‌آموزی,0
151,  درخواست استخدام فرزندان فرهنگیان بازنشسته بدون آزمون استخدامی در آموزش و پرورش همانند دیگر ارگان‌ها,0
152,  اعتراض به سطح و فشردگی امتحانات دروس پاتولوژی دانشگاه هوشمند,0
153,  مطالبه حذف شرط گواهینامه پایه دو برای آتش‌نشانان غیر راننده,0
154,  درخواست اعمال ضریب اشتغال حرفه‌ای (p),0
155,  درخواست برداشتن قانون پرداخت سقف حقوق کارکنان شرکت نفت,0
156,  درخواست اجرای اصل ۱۵ قانون اساسی,0
157,  درخواست لغوشدن بخشنامه‌های غیر قانونی جناب آقای علی فرهادی,0
158,  حمایت از وزیر پیشنهادی وزارت بهداشت درمان و آموزش پزشکی آقای دکتر ظفر قندی,0
159,  اعتراض به آزمون فارما ضد میکروب و ایمنی بالینی,0
160,  درخواست تبدیل وضعیت قرارداد معین های آزمون ماده ۲۸ ۱۴۰۲,0
161,  درخواست حمایت دکتر سعید اوحدی از موسسه طنین ایثارگران کشور,0
162,  درخواست بررسی تبعیض در حقوق دریافتی پرسنل وزارت کار با دیگر وزارتخانه‌ها به رئیس جمهور,0
163,  درخواست امکان ثبت نام تکمیل ظرفیت برای کارنامه قرمزهای آموزگاری,0
164,  اعتراض به محدودیت شرکت کارنامه قرمزها در تکمیل ظرفیت آزمون آموزگاری,0
165,  اعتراض به نتایج آزمون دبیری,0
166,  درخواست تکمیل ظرفیت آزمون استخدامی دبیری و هنرآموزی,0
167,  درخواست تکمیل ظرفیت آزمون دبیری,0
168,  درخواست حمایت از کارکنان بانک ملت,0
169,"  حمایت از سرکار خانم دکتر فرزانه صادق مالواجرد ""وزیر پیشنهادی راه و شهرسازی""",0
170,  اعتراض به مدت زمان کوتاه و سختی دومین آزمون صلاحیت حرفه‌ای روانشناسان و مشاوران,0
171,  حمایت از آقای دکتر احمد میدری، وزیر پیشنهادی تعاون، کار و رفاه اجتماعی,0
172,  درخواست صدور مجوز برای شرکت کارنامه قرمزها در تکمیل ظرفیت آزمون دبیری و هنرآموز,0
173,  اعتراض به افزایش قیمت خودسرانه آرین پارس خودرو لاماری,0
174,  درخواست اجرای قانون حالت اشتغال مطابق با قانون سال ۷۲,0
175,  درخواست الزامی‌شدن وکالت در دعاوی,0
176,  درخواست محاکمه هیئت مدیره سازمان بورس,0
177,  درخواست شکست سکوت رییس‌جمهور,0
178,  درخواست حمایت از وزارت فرزانه صادق مالواجرد,0
179,  درخواست بازنگری و تعدیل سهمیه‌های تحصیلی,0
180,  درخواست تغییر کاربری زمین ۸۰۰۰متری پشت شهرک دانشگاه سقز کمیسیون ماده ۵ برای فرهنگیان سقز,0
181,  اعتراض به محصولات پاکشوما,0
182,  درخواست شفاف‌سازی آرای نمایندگان مجلس در بررسی و رأی اعتماد به وزرای پیشنهادی,0
183,  درخواست افزایش درصد جانبازی آزادگان عزیز,0
184,  درخواست لغو قانون سقف بودجه در فوتبال ایران,0
185,  مطالبه ملی استفاده از ظرفیت‌های علمی و تخصصی دکتر محمد جواد ظریف,0
186,  درخواست حمایت از جناب آقای محسن پاکنژاد برای تصدی وزارت نفت,0
187,  درخواست افزایش فوق‌العاده ویژه مدیریت بحران و سختی کار به احکام کارگزینی سازمان منابع طبیعی کشور,0
188,  اعتراض به امتحانات‌نهایی دانش‌آموزان,0
189,  درخواست رسیدگی فوری به کادر بهداشت و درمان,0
190,  حمایت از قانون مجوز تأسیس داروخانه به غیر داروسازان و درخواست کاهش میزان حضور مسئول فنی در هر داروخانه را به ۴ ساعت در شبانه‌روز,0
191,  اعتراض به زیر میزی پزشکان,0
192,  اعتراض داوطلبان آموزش و پرورش به طرح بکارگیری بازنشستگان,0
193,  درخواست تکمیل ظرفیت آزمون کیفیت بخشی با بالاترین ظرفیت,0
194,  درخواست جلوگیری از تحصیل غیرقانونی خانم مبینا نعمت‌زاده در رشته پزشکی دانشگاه تهران,0
195,ین کمپین‌های جمع آوری امضا,1
196,ین کمپین‌های جمع آوری امضا,1
197,ین کمپین‌های جمع آوری امضا,1
198,ین کمپین‌های جمع آوری امضا,1
199,ین کمپین‌های جمع آوری امضا,1
200,ین کمپین‌های جمع آوری امضا,1
201,ین کمپین‌های جمع آوری امضا,1
202,ین کمپین‌های جمع آوری امضا,1
203,ین کمپین‌های جمع آوری امضا,1
204,ین کمپین‌های جمع آوری امضا,1
205,ین کمپین‌های جمع آوری امضا,1
206,ین کمپین‌های جمع آوری امضا,1
207,ین کمپین‌های جمع آوری امضا,1
208,ین کمپین‌های جمع آوری امضا,1
209,ین کمپین‌های جمع آوری امضا,1
210,ین کمپین‌های جمع آوری امضا,1
211,ین کمپین‌های جمع آوری امضا,1
212,ین کمپین‌های جمع آوری امضا,1
213,ین کمپین‌های جمع آوری امضا,1
214,ین کمپین‌های جمع آوری امضا,1
215,ین کمپین‌های جمع آوری امضا,1
216,ین کمپین‌های جمع آوری امضا,1
217,ین کمپین‌های جمع آوری امضا,1
218,ین کمپین‌های جمع آوری امضا,1
219,ین کمپین‌های جمع آوری امضا,1
220,  درخواست لغو بخشنامه وزارتی به تاریخ دوم مردادماه ۱۴۰۳دستورالعمل شرح وظایف ونحوه بکارگیری و فعالیت راهبران آموزشی و تربیتی,0
221,  درخواست عزل رئیس بانک مرکزی و رئیس سازمان بورس,0
222,  حمایت از دکتر عباس علی‌آبادی جهت تصدی وزارت نیرو,0
223,  درخواست کاهش تصادفات و تلفات جاده‌ای,0
224,  درخواست جلوگیری از تأسیس داروخانه توسط غیر داروسازان,0
225,  درخواست استفاده از سابقه تأمین اجتماعی کارگران برای ضمانت بانک‌ها,0
226,  درخواست از دکتر پزشکیان ریاست محترم جمهور مبنی بر انتصاب دکتر رحمت الله بیگدلی در سمت مدیرکل بازرسی، نظارت و ارزیابی عملکرد نهاد ریاست جمهوری,0
227,  درخواست بازگشت دکتر ظریف به کابینه پزشکیان,0
228,  درخواست رسیدگی به تخلفات و بازیکنان خارجی باشگاه استقلال,0
229,  درخواست معرفی دکتر علی پاک‌فطرت به ریاست محترم جمهور به عنوان مشاور رئیس جمهور در امور جوانان,0
230,  اعتراض جمعی از اعضای ستاد و حامیان دکتر پزشکیان نسبت به انتخاب وزرا,0
231,  درخواست پرهیز از جنگ و تلاش جهت رفع تحریم,0
232,  درخواست بازگشت اساتید و نقش‌آفرینی دانشگاه در حل مسائل کشور,0
233,  درخواست ثبت هفتم آبان ماه روز بزرگداشت کوروش بزرگ در تقویم رسمی کشور,0
234,  درخواست بازپس‌گیری وزرای پیشنهادی,0
235,  درخواست از نمایندگان محترم مجلس برای رای اعتماد به آقای نوری قزلجه، وزیر پیشنهادی وزارت جهاد کشاورزی دولت چهاردهم,0
236,  درخواست از‌ نمایندگان محترم‌ مجلس برای رای حداکثری به دکتر علیرضا کاظمی، گزینه‌ی وزارت آموزش و پرورش,0
237,  اعتراض  و مخالفت با وزارت علیرضا کاظمی,0
238,  درخواست کاهش سقف مهریه,0
239,  درخواست ثبت شدن تکنسین‌های سامانه‌ هوشمند سوخت در سامانه ساپنا,0
240,  درخواست بخشش مدنی امیر تتلو,0
241,  درخواست اخراج اتباع بیگانه که فاقد کارت هویت هستند و به صورت غیرقانونی وارد مرزهای کشور ایران شده‌اند و بستن مرزها بر روی آنها,0
242,  درخواست ارتقای حقوق و مزایای کارکنان دیسپاچینگ وزارت نیرو,0
243,  درخواست ساخت فیلم کوروش بزرگ؛ پاسخی به تحریف تاریخ ما,0
244,  درخواست ماندن دکتر ظریف در دولت,0
245,  درخواست بازگشت کرسی جهاد دانشگاهی در شورای عالی انقلاب فرهنگی,0
246,  درخواست پرداخت کامل مطالبات ماده ۱۰,0
247,  درخواست واگذاری نظافت و مدیریت پساماند جنگل‌ها و مراتع به سازمان جنگلداری‌ها,0
248,  درخواست اضافه کردن رشته محیط زیست به آزمون‌های آموزش و پرورش,0
249,  درخواست حذف هیئت امنای دانشگاه‌های علوم پزشکی,0
250,  اعتراض به تبعیض ۳۰۰ میلیون تومانی در ایران تایر,0
251,  نه به وزارت فرزانه صادق مالواجرد,0
252,  درخواست تصویب طرح ساماندهی کارکنان دولت در مجمع تشخیص,0
253,  اعتراض به ۷ ساله شدن شورای ششم,0
254,  در خواست حذف شدن تمام رشته های غیر مرتبط در شغل آموزگاری,0
255,  درخواست اجرای مصوبات شورای شهر تهران برای تبدیل وضعیت نیروهای قراردادی به رسمی (ثابت) و فوق‌العاده خاص و گروه پرسنل,0
256,  درخواست حمایت از خانم دکتر رازانی منتخب فرهنگیان برای تصدی وزارت آموزش و پرورش,0
257,  درخواست تصویب قانون نیاز به رای اعتماد مجلس به معاونین رئیس جمهور,0
258,  درخواست اضافه شدن بیمه‌ی زمان تحصیل مثل سربازی( بعد از اتمام تحصیلات),0
259,  درخواست حمایت از جامعه وکالت دربرابر قوانین ضدوکلای دادگستری,0
260,  درخواست مطالبات پاداش بازنشستگان کشوری,0
261,  درخواست رصد و پاکسازی فضای مجازی از گنجیابان,0
262,  درخواست حمایت از سید مصطفی کریمی جهت تصدی پست وزارت ورزش و جوانان دولت چهاردهم,0
263,  درخواست افزایش حقوق کارکنان نیروگاه‌های بخش خصوصی و دولتی,0
264,  درخواست عدم انتصاب مدیران غیر نفتی در وزارت نفت,0
265,  درخواست حذف آزمون اصلح,0
266,  درخواست لغو قانونِ انتخاب دبیران کلاسی توسط مدیران مدارس دولتی,0
267,  درخواست ارزیابی سهام و پرداخت سود سهامداران شرکت تعاونی مسافربری شماره یک,0
268,  درخواست پایان دادن به حفاری‌های غیرمجاز در محوطه‌های باستانی و فروش غیرقانونی گنجیاب,0
269,  درخواست تولید یا واردات داروی بیماران sma,0
270,  درخواست اضافه کردن رشته‌ زبان و ادبیات عربی و مترجمی عربی به آزمون آموزگاری,0
271,  درخواست اجازه ترددقانونی به افغان‌های مهاجر مقیم ایران به افغانستان,0
272,  درخواست رسیدگی به مطالبات مدنی و مشکلات معیشتی پرستاران,0
273,  افزایش شرط سنی خواهران و برادران شهید در آزمون استخدامی,0
274,  درخواست تبدیل وضعیت سرباز معلم‌ها,0
275,  مخالفت با رویکرد اقتصادی در حوزه رفاه و تأمین اجتماعی در انتخاب وزیر تعاون و کار و رفاه اجتماعی,0
276,  درخواست رفع مشکل و ارتقای پهنای باند سایت آموزشیار برای دانشجویان دانشگاه آزاد اسلامی,0
277,  درخواست اصلاح فرمول اضافه کاری کادر سلامت به حداقل ضریب ۳,0
278,  درخواست برگزاری ِآزمون ماده ۲۸ برای رشته‌های غیر مرتبط,0
279,  درخواست تکمیل و اصلاح و ایمن سازی پروژه جاده چهارخطه بن-شیخ شبان-داران,0
280,  درخواست انتخاب مدیر عامل سازمان تأمین اجتماعی,0
281,  درخواست تسریع در اجرای کاهش سربازی به میانگین ۱۴ ماه و تعیین تکلیف مشمولان غایب,0
282,  درخواست تبدیل وضعیت معلمین مدارس غیردولتی,0
283,  اعتراض به قانون جدید صندوق بازنشتگی نفت در مورد استفاده نکردن ایثارگران کبر سن از خدمات بیمارستان نفت,0
284,  درخواست افزایش حقوق پزشکان طرحی,0
285,  درخواست اعمال ماده ۹۲ «قانون دیوان عدالت اداری» در خصوص بخشنامه شماره ۳۰۶۱ مورخ ۱۴۰۳/۰۵/۰۳ معاون آموزشی وزارت بهداشت,0
286,  درخواست حمایت از وزیر پیشنهادی وزارت نفت، دکتر سید عماد حسینی (اهل تسنن),0
287,  درخواست افزایش حقوق و دستمزد کارمندان اداری آموزش و پرورش نسبت به سایر معلمان,0
288,  درخواست تسریع در صدور احکام همسان‌سازی بازنشستگان,0
289,  درخواست ساماندهی نیروهای شرکتی سراسر ایران,0
290,  درخواست تغییر زمان برگزاری امتحانات ترمیمی,0
291,  درخواست مجازی شدن آزمون جامع قبول شدگان ماده ۲۸ آزمون استخدامی آموزش و پرورش,0
292,  درخواست تعلق مرخصی استحقاقی برای فرهنگیان شاغل در طول سال تحصیلی,0
293,  درخواست حمایت از معلم توانمند و پرتلاش سیدمهدی سجادی جهت وزارت آموزش و پرورش,0
294,  درخواست تجدید نظر در آرای گزینش آموزش و پرورش و تقاضای بازگرداندن پرونده‌های تعلیقی و اخراجی از وزارتخانه و دیوان عدالت,0
295,  درخواست اصلاح شیوه پذیرش دانشجو در دانشگاه‌های فرهنگیان و دولتی و...,0
296,  درخواست کاهش قیمت خودروهای مونتاژی متناسب با قیمت جهانی و برخورد با مافیای خودرو,0
297,  اعتراض به سند هنرهای تجسمی,0
298,  درخواست اصلاح روش پذیرش دانشجوی دانشگاه فرهنگیان و سایر دانشگاه‌ها,0
299,  درخواست نجات بازار سهام با تزریق نقدینگی,0
300,  اعتراض به قیمت نهایی خودرو سهند,0
301,  درخواست اضافه شدن رشته مدیریت صنعتی به آزمون آموزگاری,0
302,  درخواست از رئیس محترم جمهور برای انتصاب وزیر کشاورزی,0
303,  درخواست کاهش مدت زمان سربازی بر اساس قانون,0
